PC1,PC2,PC3,PC4,PC5,PC6,term
-114958417602752,-174149523541907,115425362389814,-123487345460776,-193041813558802,-791064734363266,new wave
-995878559294976,922583694760527,-103106871824899,-294124880419674,-569640875288199,-349687262572026,new wave
-101264174796413,-350953450729951,-122847753463248,-58912909356844,895653656691909,-299961988896568,soft rock
-112888811242671,-269882622107443,104074380125781,447411031597673,936891826263092,-140143779279188,dance pop
-800873750101219,254514334481997,42383581025336,-597077838173444,-347413020761109,-323662844668014,smooth jazz
-125505508356199,-159758153759093,131605689652696,703640730438633,496846256956453,-386939901369397,death metal
-12065159047965,-33351053389033,60934000943981,-146017428215849,-165504949758895,-107293526704202,religious music
-116021597748708,-153069228848391,117212769640851,104205332788307,125873848905662,-535024574690808,reggae
-101491622135682,137111401455552,101866676503501,-816143264153796,-418167002475685,-121370113533593,jazz funk
-115864678769261,-395871134970776,-155555424527918,846112862829847,-602397293314642,-305476053801721,pop rock
-110469874088706,-701368455246214,-264733228252695,-809948943922953,452570043850721,-177106061503184,cumbia
-11567800714433,-260898315039819,16915709427875,474769962880124,-385370618125784,-961264890868341,folk-pop
-106653252421409,155574591667211,538977222610249,178196019459871,-514269681205939,-212218823454791,vocal jazz
-105960738225842,436517371527802,122729196204142,-153216667588584,-543968986578408,-186237803744733,smooth jazz
-929582969984464,419720961183879,398930249975101,-586065176020389,878244621096977,-245408515053717,experimental rock
-105856241493921,184028885344378,540723512569879,175918684774704,-194121561407279,-230829379810017,vocal jazz
-870795189923072,578361143075359,122203790036853,-355801546441849,173208380952343,-277279357744748,comedy
-899917940108485,-297171389982929,-488764698999759,-178475944780174,112091076743365,-2911318960366,latin jazz
-881487049972241,803366904865943,106403818991868,-87495003054824,662120606189794,-283854861610471,meditation
-910123067580788,797509282384709,-180003649065631,534913628569887,200762096133159,-478242288910319,instrumental pop
-108205569039022,37341901571116,-761436234988843,218932956621723,-900940887197366,-371139053907645,soukous
-113235533999603,-280342411534077,-943267172449208,828319965438417,-981103368528957,-370090260846226,blues-rock
-898881669461682,883119777073541,110760208569029,375300169710746,142398821509505,-328519313478243,blues-rock
-106809078376804,292964111210057,168843139057961,-316606470376724,-492727989449935,-186730773745925,flamenco
-983241558253027,935339705709972,-711080517147768,-292369786915635,-556156463711967,-409719451576313,ccm
-102770475913436,-644928300717396,134917855333811,-107882179851287,434580217063919,-152573726630808,ghetto tech
-112279922611923,-801404848000421,300330190983586,-15974294311933,-394218242720692,-227158870664671,death metal
-104788463065413,-474065863772265,-122741591351224,232133061874965,258140751718003,-320482516406806,salsa
-118714495386954,-693381848119566,-415874961641148,927567334704887,-260988875642038,-305816115818079,blues-rock
-120198789893726,429483640699567,-820068337340339,230437660739393,-10030310412889,-427060773036513,hip hop
-124363137570054,-201948497329521,626042336447039,-341244884112251,-18467075490704,-991546003043034,instrumental rock
-102379239044207,433739869179071,617553461021928,-168957912762419,-33835527442267,-26963514219248,rumba
-110009767572479,-397585355184938,-137924822153769,-389504024963825,-682281125547726,-263601060621883,doom metal
-119135259522825,-658354019548413,-361454511869957,471898337760465,-130592446542958,-251133595669111,experimental rock
-818863124254374,138336643883627,-252852990909,-153798379475137,106386279491643,-41727037109835,samba
-982322322359944,541659697568593,148660977148069,-129472575052406,-110386394147844,-162204812821724,breakcore
-852274718032389,105654773131191,-145674380736192,-831378694682735,274631592797148,-438646469656526,instrumental rock
-116104289778095,-12728433438218,-113254887591987,884839462195784,93367122260051,-249396725029438,motown
-105308844665004,118354844406462,183660899097845,128813010529425,-758358865305043,-246997069160155,country gospel
-973112970969945,-181385660235468,-295495055448759,-152747069176912,107897525789019,-296471682507054,dance rock
-754120176458139,588551707525612,-151564529570877,-222035045862211,114846595014217,-371752709767701,dance rock
-118532391258887,-133291057782503,137946204387313,889220577828485,-295604560603656,-965443177209017,industrial dance
-860088149493445,900403372316795,10692777808665,568569436357686,190070530211749,-319377931075754,blues-rock
-108108396889503,674797348552607,208761091795721,156846320448786,-722481376371784,-263686382651772,hard bop
-101490212509651,-102899632209285,998476455575124,-805282892990838,-268388000140267,-17253737106645,blues
-10636503005817,-18897782775101,-789375281415831,-114746620030552,131956578773042,-186820552700032,instrumental rock
-832524107350699,-787609851691691,-107284144311897,-135027983522852,18180092085507,-329787251097196,vocal jazz
-103451843318617,136578186383029,-60988529876201,-154980849459012,-48943431528625,-300890673609756,hard rock
-119202105569269,-822813710711563,750544662264719,-661072632749044,-122592459795299,-125265357179525,texas blues
-11164761482342,-116838115548004,742516407674083,930229032123574,653524711249044,-141762680852067,breakbeat
-432398849983506,135564025978241,720360830602604,231836542051419,-156120487911846,-318024987931306,serialism
-914326325478893,762710578548464,57864086071102,-491900548704265,127572193912835,-251312671327264,pop rock
-411504300556429,465578598737455,772594617339665,249152900923473,335232734619282,-114903260136189,serialism
-109553698318424,-680536710711785,319065546617226,69398214180199,677384962504998,-230218620752034,trip hop
-987289216720692,-442558265208278,-148451106963171,-119400192921478,203662070034583,-296953072045484,musette
-103863690909726,-271028220285915,-17280117969728,-49556785915413,-284066131391622,-234424284253676,dance pop
-986440436291052,573089047860276,35156179850494,-861577124575708,-314711757825119,-273588301812714,progressive house
-101829849719937,-557444235660454,-157025503003383,-233908765740564,-216102280926383,-364031910208424,chill-out
-106175450099537,-684454865870227,272606077459718,764522989776189,553450477865643,-226597932416532,post-grunge
-116078454900399,-911452236639589,-109908701498701,137388756710391,493864997009599,-342378029512149,pop rock
951005257857282,254671260124213,-715837132731286,731546680602196,529277153782627,163270946265526,serialism
-979199609084218,268759722930133,525796232083236,325409981405174,130852470359398,-344124246540747,country rock
-970002298842075,723825408686452,126483808723513,396486388414159,-364572200951198,-33101083308617,indietronica
-122491618946468,-45704913132384,-619116743015418,255490970144656,-8823668889943,-445614208341865,rap metal
-105153904078051,25048744779109,-309531070168727,638094358738996,-120601325042443,-382956071343934,dubtronica
-110855987886475,-229993576012118,269111139034328,948930631932317,-256999771283483,-330907477524022,rap
-108196161143109,105019439779045,-417377133435329,176791902903357,-12468569063735,-49808896345202,heavy metal
-88386546293929,913863901403904,928125653366122,-808582311195354,-309464799931988,-339423167393279,folk-pop
-102968845519978,-201961940965709,-102454345095907,121135618686387,962802948668466,-475264439259527,flamenco
-883447577749563,84339731894044,916258452811592,-149315567841898,-863533022168596,-298282363112443,dance pop
-11589398569543,856068277054835,-622503157875952,142389324872559,-250749172104117,-45319455942167,gabba
-107979913205854,811964239148908,151123275986836,150376224470204,-942572954775441,-346528203669418,hip hop
-112272128273116,-131342034964411,446027754464521,827135264378582,101982710407711,-289091186035868,hip hop
-100168120473029,-271871931202008,379258064301549,-423536534928059,229715233747097,-302830000104219,ballad
-983726080357421,301523247852997,-145413512940182,206205301024079,-183296785732591,-476802108612908,freestyle
-7537130555082,235185223753256,402113390254288,-510717605027591,-422410455516033,-467571528329087,latin jazz
-94633088228416,-538434436535632,162329900020364,-16194300193817,1467534115416,-346085085530483,heavy metal
-978720678255078,-367464586281878,-265808094009828,-66368279375598,151226061205078,-335755812726344,urban
-115984874678806,-654697107481522,140554902556472,512812652259912,-140163811089393,-203788053851946,blues-rock
-124077697150508,-719029327032126,14810183186101,268959056567072,-50103995192717,-325256632130823,rock
-702941004339686,191222636781194,-7388424986712,-279877004645407,108238328732782,-581917613449955,post-grunge
-100296870717382,-561243395075593,859809969991683,-340516516806529,415043210322285,-288343987589015,heavy metal
-107614497870659,-892573346862968,144775580483157,-332851145694007,-153889547620615,-206858172145169,symphonic rock
-11022910532086,-961052250052576,-171311023531871,204261430456896,-258349150099233,-445681677781464,british pop
-111910796714708,637545595846211,-775858206232636,213181361233429,-112963107699398,-526398923618041,motown
-103066696228341,104485455053063,-107650295541347,235412634916379,-219818216973604,-604267718202729,country blues
-101710409493022,275619644527182,151444488386279,488801376912486,-371580444205634,-326899213388119,lovers rock
-890864607041337,894453844126888,6663484019091,-68494015248887,-176222665660009,-415277897836267,ccm
-100658334914794,-827413494944184,105801135971044,-315153965135871,72440957767236,-279296805265645,instrumental rock
-93536866309022,492703290054458,-141835125118064,-467213756629543,-664409250218499,-514432969288745,reggae
-971515554509449,173069468670644,168538124321392,607325387161155,675276363656893,-316317662387318,pop rock
-113640818650588,24183627071062,557821278266115,211634509760515,-808835449958395,-465437528495621,hip hop
-108992221012641,-137043602822856,702490827963685,835458564616078,12121350654453,-377471713463298,dance pop
-1042626716536,-615637190236905,88688803814654,-119170271309456,-106120174559015,-36779055009234,meditation
-989634054470572,138475213720009,-145607213636025,284998945176994,-372827072240196,-56158984166519,soft rock
-103839748346668,-780015903007348,877321452291275,-394270720368151,-120836314332505,-32833637348717,glam rock
